日期,沪市成交额_亿,深市成交额_亿,两市合计成交额_亿,融资余额_亿,融资买入额_亿,融券余额_亿,融资融券余额_亿
2026-07-28,6759.46,4927.46,11686.92,13556.87,1030.53,24.34,7234.97
